id;lat;lon;utm_x_m;utm_y_m;depth_m;elev_m;year;month;day;hour;minute;second;rms_error;ml_mag;mw_mag;remarks
2914;-1.64645095;101.1359883;737639.881;9817889.881;1296.023;-1296.023;2023;6;6;1;51;12.615403;0.00971864;-0.145;-0.124;
2915;-1.644357902;101.1431386;738436.012;9818120.536;1288.92;-1288.92;2023;6;6;1;51;16.050996;0.00733711;-0.235;-0.091;
2916;-1.644367562;101.1341812;737438.988;9818120.536;1132.67;-1132.67;2023;6;6;1;51;30.328137;0.00612347;-0.103;-0.101;
2917;-1.645169891;101.1387276;737944.94;9818031.25;1019.034;-1019.034;2023;6;6;1;52;19.258776;0.0315056;0.577;0.273;
2918;-1.643825524;101.1377904;737840.774;9818180.06;976.42;-976.42;2023;6;6;1;52;40.467475;0.0275788;0.52;0.323;
2919;-1.644363386;101.1380583;737870.536;9818120.536;1118.466;-1118.466;2023;6;6;1;52;50.505373;0.0363217;0.876;0.499;
2920;-1.643018163;101.1379232;737855.655;9818269.345;1146.875;-1146.875;2023;6;6;1;53;28.164348;0.00895311;-0.719;-0.474;
2921;-1.64563853;101.1408004;738175.595;9817979.167;1352.841;-1352.841;2023;6;6;1;54;5.390125;0.00843703;-0.571;-0.372;
2922;-1.648125658;101.1424742;738361.607;9817703.869;479.261;-479.261;2023;6;6;1;54;28.93853;0.0228723;0.617;0.356;
2923;-1.643357309;101.1353166;737565.476;9818232.143;1026.136;-1026.136;2023;6;6;1;54;37.764579;0.0156248;-0.279;-0.108;
2924;-1.645357584;101.1517628;739395.833;9818008.929;1324.432;-1324.432;2023;6;6;1;54;44.292309;0.0367269;-0.274;-0.217;
2925;-1.640065234;101.1315028;737141.369;9818596.726;1033.239;-1033.239;2023;6;6;1;54;53.30962;0.00417688;-0.617;-0.362;
2926;-1.649959303;101.1263661;736568.452;9817502.976;-380.114;380.114;2023;6;6;1;55;12.150835;0.0376809;-0.288;-0.475;
2927;-1.649136203;101.1410715;738205.357;9817592.262;983.523;-983.523;2023;6;6;1;55;25.884131;0.0383304;0.309;0.094;
2928;-1.644025245;101.1397291;738056.548;9818157.738;1324.432;-1324.432;2023;6;6;1;55;44.544747;0.022184;-0.655;-0.434;
2929;-1.643292705;101.1328432;737290.179;9818239.583;1104.261;-1104.261;2023;6;6;1;55;52.603475;0.00871653;-0.652;-0.473;
2930;-1.643485653;101.1410655;738205.357;9818217.262;1324.432;-1324.432;2023;6;6;1;56;1.219569;0.00269107;-0.164;-0.392;
2931;-1.644564837;101.1383928;737907.738;9818098.214;1381.25;-1381.25;2023;6;6;1;56;8.514566;0.0184374;-0.16;-0.158;
2932;-1.651834178;101.1343897;737461.31;9817294.643;784.659;-784.659;2023;6;6;1;56;16.696622;0.0164831;-0.546;-0.326;
2933;-1.647862654;101.1368588;737736.607;9817733.631;1075.852;-1075.852;2023;6;6;1;56;29.041527;0.0306762;-0.093;-0.114;
2934;-1.648337355;101.1333165;737342.262;9817681.548;1324.432;-1324.432;2023;6;6;1;56;36.760642;0.0441663;-0.449;-0.245;
2935;-1.64463347;101.1371228;737766.369;9818090.774;1146.875;-1146.875;2023;6;6;1;57;14.244988;0.0319233;0.266;0.103;
2936;-1.644028703;101.1365205;737699.405;9818157.738;1040.341;-1040.341;2023;6;6;1;57;25.549258;0.0256467;1.237;0.775;
2937;-1.642205606;101.1428689;738406.25;9818358.631;1104.261;-1104.261;2023;6;6;1;57;28.84661;0.0190895;1.013;0.678;
2938;-1.642212232;101.1367191;737721.726;9818358.631;1274.716;-1274.716;2023;6;6;1;57;37.531086;0.0153607;0.798;0.482;
2939;-1.646918725;101.1388632;737959.821;9817837.798;1075.852;-1075.852;2023;6;6;1;57;45.506159;0.0293783;1.05;0.714;
2940;-1.640263379;101.1349122;737520.833;9818574.405;1381.25;-1381.25;2023;6;6;1;58;3.417655;0.024399;-0.346;-0.247;
2941;-1.644574907;101.1290343;736866.071;9818098.214;1409.659;-1409.659;2023;6;6;1;58;51.311244;0.00496349;-0.09;-0.162;
2942;-1.643018739;101.1373884;737796.131;9818269.345;1416.761;-1416.761;2023;6;6;1;59;5.039205;0.0165868;0.31;0.135;
2943;-1.64805614;101.1445463;738592.262;9817711.31;1523.295;-1523.295;2023;6;6;2;0;18.341615;0.0220236;-0.63;-0.369;
2944;-1.643280459;101.144207;738555.06;9818239.583;1217.898;-1217.898;2023;6;6;2;0;50.292768;0.0113403;-0.238;-0.155;
2945;-1.647723204;101.1414042;738242.56;9817748.512;763.352;-763.352;2023;6;6;2;1;17.132698;0.0397119;0.554;0.319;
2946;-1.651551187;101.1472239;738889.881;9817324.405;-323.295;323.295;2023;6;6;2;1;29.484586;0.0292721;0.209;0.041;
2947;-1.643686814;101.1416673;738272.321;9818194.94;1189.489;-1189.489;2023;6;6;2;1;36.953662;0.0417368;0.579;0.266;
2948;-1.643979859;101.1193409;735787.202;9818165.179;-813.352;813.352;2023;6;6;2;1;54.341048;0.00457417;-0.579;-0.706;
2949;-1.64537263;101.1378589;737848.214;9818008.929;1153.977;-1153.977;2023;6;6;2;2;19.335156;0.0176417;1.252;0.743;
2950;-1.632256905;101.1363075;737677.083;9819459.821;1359.943;-1359.943;2023;6;6;2;3;32.557109;0.00190157;-0.579;-0.166;
2951;-1.644632605;101.1379249;737855.655;9818090.774;1303.125;-1303.125;2023;6;6;2;5;16.40401;0.0224137;-0.118;-0.052;
2952;-1.639230481;101.157037;739983.631;9818686.012;990.625;-990.625;2023;6;6;2;11;56.403166;0.00823985;-0.531;-0.412;
2953;-1.641135355;101.1372527;737781.25;9818477.679;1388.352;-1388.352;2023;6;6;2;57;14.231809;0.033012;0.068;-0.086;
2954;-1.642138558;101.1426683;738383.929;9818366.071;1409.659;-1409.659;2023;6;6;2;57;29.339081;0.0342271;0.011;-0.053;
2955;-1.639639448;101.1520909;739433.036;9818641.369;1132.67;-1132.67;2023;6;6;2;57;54.152561;0.010769;-0.548;-0.304;
2956;-1.645639685;101.1397308;738056.548;9817979.167;1409.659;-1409.659;2023;6;6;2;58;1.75871;0.0198179;-0.572;-0.475;
2957;-1.647980966;101.1518325;739403.274;9817718.75;-1892.898;1892.898;2023;6;6;2;58;17.810227;0.0706421;0.188;-0.055;
2958;-1.641725554;101.1513578;739351.19;9818410.714;1139.773;-1139.773;2023;6;6;2;58;41.344109;0.0156088;-0.54;-0.446;
2959;-1.643682769;101.1454107;738688.988;9818194.94;1288.92;-1288.92;2023;6;6;2;59;47.019708;0.0175027;-0.378;-0.21;
2960;-1.639706205;101.1525589;739485.119;9818633.929;1722.159;-1722.159;2023;6;6;22;40;15.860509;0.0153605;-0.407;-0.359;
2961;-1.633108325;101.1577658;740065.476;9819363.095;3469.318;-3469.318;2023;6;20;20;10;27.163413;0.0314291;0.097;0.303;
2962;-1.677543572;101.1227859;736166.667;9814452.381;4350;-4350;2023;6;21;21;54;15.125046;0.0464547;0.345;0.07;
2963;-1.656949499;101.1317213;737163.69;9816729.167;5784.659;-5784.659;2023;6;21;22;1;20.108282;0.034432;0.646;0.3;
2964;-1.652913084;101.1319844;737193.452;9817175.595;4307.386;-4307.386;2023;6;21;22;28;48.055361;0.0248549;1.59;0.895;
2965;-1.657219444;101.1309195;737074.405;9816699.405;5046.023;-5046.023;2023;6;22;9;57;0.643375;0.0262607;3.196;1.899;
2966;-1.62523042;101.1333923;737353.423;9820237.351;-532.812;532.812;2023;6;27;17;47;0.107166;0.00532969;;;
2967;-1.642616853;101.1357837;737617.56;9818313.988;820.17;-820.17;2023;7;4;19;19;48.430651;0.0115229;-0.124;-0.043;
2968;-1.601363047;101.1529195;739529.762;9822875;3298.864;-3298.864;2023;7;4;21;56;7.624427;0.0401902;0.381;0.652;
2969;-1.628867961;101.0967975;733279.762;9819839.286;-1530.682;1530.682;2023;7;5;0;17;41.573103;0.0428676;0.181;-0.102;
2970;-1.621660009;101.1696519;741389.881;9820627.976;2574.432;-2574.432;2023;7;7;20;24;54.318227;0.00451552;-0.212;-0.245;
2971;-1.658388629;101.169023;741315.476;9816565.476;4037.5;-4037.5;2023;7;8;12;21;33.935118;0.022712;-0.12;-0.053;
2972;-1.652966073;101.1451532;738659.226;9817168.155;635.511;-635.511;2023;7;14;23;38;10.123206;0.0620532;0.255;0.196;
2973;-1.644666706;101.1374905;737807.292;9818087.054;944.46;-944.46;2023;7;15;2;2;49.248393;0.0141752;-0.15;-0.06;
2974;-1.647056005;101.1363232;737677.083;9817822.917;678.125;-678.125;2023;7;15;2;5;39.833089;0.0325456;1.047;0.696;
2975;-1.613923786;101.1065418;734366.071;9821491.071;1636.932;-1636.932;2023;7;15;4;25;32.572419;0.0165829;-0.255;-0.178;
2976;-1.611145515;101.1258575;736516.369;9821796.131;-1097.443;1097.443;2023;7;15;4;36;19.280208;0.001501;-1.046;-0.868;
2977;-1.63811422;101.1317013;737163.69;9818812.5;983.523;-983.523;2023;7;15;9;27;6.634368;0.00662135;-0.463;-0.26;
2978;-1.643956168;101.1414002;738242.56;9818165.179;848.58;-848.58;2023;7;15;9;29;55.121762;0.0250395;0.756;0.51;
2979;-1.642742166;101.1443401;738569.94;9818299.107;976.42;-976.42;2023;7;15;9;30;2.724119;0.0313442;0.204;0.081;
2980;-1.642814552;101.1395941;738041.667;9818291.667;912.5;-912.5;2023;7;15;9;30;27.489401;0.0419171;0.793;0.45;
2981;-1.641062837;101.1421324;738324.405;9818485.119;983.523;-983.523;2023;7;15;9;31;39.670034;0.0157999;-0.342;-0.266;
2982;-1.642415976;101.1349145;737520.833;9818336.31;-152.841;152.841;2023;7;17;15;4;33.343657;0.0156296;-0.164;-0.172;
2983;-1.640991597;101.1458089;738733.631;9818492.56;479.261;-479.261;2023;7;19;2;5;31.262328;0.0308847;0.412;0.143;
2984;-1.645631877;101.1469502;738860.119;9817979.167;671.023;-671.023;2023;7;19;2;18;47.755799;0.0223619;0.227;0.067;
2985;-1.64450138;101.1348498;737513.393;9818105.655;1189.489;-1189.489;2023;7;19;2;21;5.675753;0.00721243;-0.699;-0.494;
2986;-1.635127366;101.1568321;739961.31;9819139.881;1153.977;-1153.977;2023;7;19;2;21;8.784085;0.0151819;-0.618;-0.301;
2987;-1.636962984;101.1388526;737959.821;9818938.988;1516.193;-1516.193;2023;7;19;2;59;40.580619;0.0377354;0.077;0.033;
2988;-1.644088106;101.1438068;738510.417;9818150.298;734.943;-734.943;2023;7;19;3;0;3.786817;0.027082;0.7;0.354;
2989;-1.646505138;101.1480875;738986.607;9817882.44;-373.011;373.011;2023;7;19;3;0;15.167276;0.0250716;-0.095;-0.163;
2990;-1.640853747;101.1488836;739075.893;9818507.44;479.261;-479.261;2023;7;19;3;0;25.734216;0.0333248;1.074;0.614;
2991;-1.640861108;101.1420654;738316.964;9818507.44;1530.398;-1530.398;2023;7;19;3;1;0.348195;0.00328514;-0.317;-0.256;
2992;-1.64564084;101.1386613;737937.5;9817979.167;1125.568;-1125.568;2023;7;19;3;1;12.718608;0.0524406;0.102;0.009;
2993;-1.644286807;101.1466814;738830.357;9818127.976;358.523;-358.523;2023;7;19;3;1;20.777482;0.0397216;0.606;0.287;
2994;-1.638648933;101.1349105;737520.833;9818752.976;1466.477;-1466.477;2023;7;19;3;1;31.067189;0.0158245;-0.468;-0.274;
2995;-1.628925152;101.1693923;741360.119;9819824.405;-1374.432;1374.432;2023;7;19;3;1;58.85387;0.0148907;-0.285;-0.226;
2996;-1.642070203;101.143671;738495.536;9818373.512;1487.784;-1487.784;2023;7;19;3;2;24.263047;0.0045607;-0.332;-0.204;
2997;-1.645718981;101.1285676;736813.988;9817971.726;848.58;-848.58;2023;7;19;3;2;31.356941;0.0133529;0.083;-0.035;
2998;-1.630812407;101.1659184;740973.214;9819616.071;500.568;-500.568;2023;7;19;3;3;0.895662;0.0160076;-0.691;-0.853;
2999;-1.639448687;101.1418633;738294.643;9818663.69;1864.205;-1864.205;2023;7;19;3;3;5.147461;0.0103902;-0.562;-0.702;
3000;-1.645853089;101.1289688;736858.631;9817956.845;805.966;-805.966;2023;7;19;3;3;49.419294;0.00157227;-0.72;-0.518;
3001;-1.64126197;101.1446059;738599.702;9818462.798;1033.239;-1033.239;2023;7;19;3;4;25.637547;0.0357078;0.224;0.104;
3002;-1.640800956;101.1354475;737580.357;9818514.881;1097.159;-1097.159;2023;7;19;3;4;42.862509;0.0158674;-0.434;-0.65;
3003;-1.638307632;101.1395225;738034.226;9818790.179;1445.17;-1445.17;2023;7;19;3;4;47.316266;0.0121105;-0.289;-0.289;
3004;-1.6408637;101.1396589;738049.107;9818507.44;1388.352;-1388.352;2023;7;19;3;5;55.436498;0.0271382;-0.136;-0.232;
3005;-1.645695453;101.1503594;739239.583;9817971.726;-145.739;145.739;2023;7;19;3;6;34.133824;0.0117562;0.061;-0.08;
3006;-1.646776087;101.1463498;738793.155;9817852.679;294.602;-294.602;2023;7;19;3;7;17.951879;0.0445706;0.324;0.087;
3007;-1.648320572;101.1488248;739068.452;9817681.548;500.568;-500.568;2023;7;19;3;7;20.167183;0.0459491;0.771;0.368;
3008;-1.645694873;101.1508942;739299.107;9817971.726;180.966;-180.966;2023;7;19;3;8;37.717392;0.0185918;-0.21;-0.066;
3009;-1.639380766;101.1424649;738361.607;9818671.131;1544.602;-1544.602;2023;7;19;3;10;29.846633;0.00510552;-0.816;-0.703;
3010;-1.643277713;101.1467472;738837.798;9818239.583;479.261;-479.261;2023;7;19;3;11;7.823381;0.0321015;1.047;0.579;
3011;-1.638045022;101.1335061;737364.583;9818819.94;1132.67;-1132.67;2023;7;19;3;12;10.79104;0.00371759;-0.708;-0.406;
3012;-1.640115741;101.147078;738875;9818589.286;1480.682;-1480.682;2023;7;19;3;14;29.693459;0.0225675;-0.537;-0.307;
3013;-1.645691097;101.1543701;739686.012;9817971.726;-330.398;330.398;2023;7;19;3;14;38.156742;0.00681521;0.014;-0.111;
3014;-1.644769016;101.1361871;737662.202;9818075.893;834.375;-834.375;2023;7;19;3;17;13.762164;0.0114792;-0.421;-0.313;
3015;-1.646909464;101.1474195;738912.202;9817837.798;266.193;-266.193;2023;7;19;3;22;8.264787;0.0241665;-0.131;-0.255;
3016;-1.640087696;101.1418974;738298.363;9818593.006;1001.278;-1001.278;2023;7;19;3;23;0.48207;0.0249663;0.693;0.334;
3017;-1.641534938;101.1409965;738197.917;9818433.036;1004.83;-1004.83;2023;7;19;3;23;19.282649;0.0419416;1.114;0.641;
3018;-1.641501918;101.1404283;738134.673;9818436.756;1171.733;-1171.733;2023;7;19;3;23;22.711007;0.0314815;1.093;0.655;
3019;-1.640729882;101.1389903;737974.702;9818522.321;1203.693;-1203.693;2023;7;19;3;23;38.388428;0.0186691;-0.131;-0.004;
3020;-1.640593185;101.1409955;738197.917;9818537.202;1047.443;-1047.443;2023;7;19;3;24;8.636097;0.0307704;0.269;0.097;
3021;-1.639822578;101.1382206;737889.137;9818622.768;1058.097;-1058.097;2023;7;19;3;24;11.723414;0.0358612;0.584;0.354;
3022;-1.646176679;101.1408009;738175.595;9817919.643;898.295;-898.295;2023;7;19;3;24;18.103762;0.0460573;0.04;0.065;
3023;-1.646508471;101.1450126;738644.345;9817882.44;408.239;-408.239;2023;7;19;3;26;25.779719;0.0278508;0.506;0.255;
3024;-1.64018698;101.1434016;738465.774;9818581.845;1644.034;-1644.034;2023;7;19;3;26;54.442842;0.0171889;-0.215;-0.143;
3025;-1.647848754;101.1496933;739165.179;9817733.631;166.761;-166.761;2023;7;19;3;28;6.277222;0.0271991;-0.298;-0.11;
3026;-1.637631215;101.1429978;738421.131;9818864.583;1573.011;-1573.011;2023;7;19;3;28;11.244912;0.00924232;-0.246;-0.148;
3027;-1.639438877;101.1509543;739306.548;9818663.69;1409.659;-1409.659;2023;7;19;3;29;4.239181;0.0381129;-0.062;-0.26;
3028;-1.646928237;101.1300395;736977.679;9817837.798;649.716;-649.716;2023;7;19;3;30;50.957267;0.0124103;-0.611;-0.574;
3029;-1.642958724;101.1306369;737044.643;9818276.786;1153.977;-1153.977;2023;7;19;3;37;19.670822;0.0189924;-0.452;-0.315;
3030;-1.644498356;101.1376574;737825.893;9818105.655;1090.057;-1090.057;2023;7;19;3;39;24.288117;0.00503102;-0.618;-0.562;
3031;-1.63731499;101.1242136;736330.357;9818901.786;1068.75;-1068.75;2023;7;19;3;48;22.093431;0.0102847;-0.359;-0.172;
3032;-1.645964526;101.1503597;739239.583;9817941.964;493.466;-493.466;2023;7;19;19;1;51.088994;0.0526328;0.169;0.069;
3033;-1.650019004;101.1333851;737349.702;9817495.536;180.966;-180.966;2023;7;20;1;15;46.16301;0.046351;0.502;0.405;
3034;-1.643226652;101.1317067;737163.69;9818247.024;614.205;-614.205;2023;7;20;1;16;25.018341;0.0214773;-0.011;0.077;
3035;-1.650543401;101.1460865;738763.393;9817436.012;-301.989;301.989;2023;7;20;1;18;27.156924;0.0213347;-0.032;-0.241;
3036;-1.647652683;101.1444122;738577.381;9817755.952;3.409;-3.409;2023;7;20;16;59;18.743313;0.0330541;0.511;0.221;
3037;-1.65371799;101.1341244;737431.548;9817086.31;-493.75;493.75;2023;7;21;6;50;52.760299;0.0338236;0.086;-0.072;
3038;-1.657478944;101.1397435;738056.548;9816669.643;-124.432;124.432;2023;7;21;12;31;45.767292;0.056612;0.143;0.145;
3039;-1.653777364;101.1414107;738242.56;9817078.869;251.989;-251.989;2023;7;23;3;56;19.323198;0.0249679;0.813;0.538;
3040;-1.597161729;101.1179553;735638.393;9823343.75;1473.58;-1473.58;2023;7;26;0;17;42.304558;0.0596329;0.116;0.146;
3041;-1.596306065;101.0997054;733607.143;9823440.476;6338.636;-6338.636;2023;7;26;23;34;34.324215;0.0436552;1.239;0.725;
3042;-1.640034215;101.1290629;736869.792;9818600.446;-85.369;85.369;2023;7;31;23;41;35.291072;0.0143693;-0.145;-0.178;
3043;-1.613655542;101.1057394;734276.786;9821520.833;4733.523;-4733.523;2023;8;10;22;25;12.338057;0.0394496;0.704;0.365;
3044;-1.620131842;101.0880984;732312.5;9820806.548;2659.659;-2659.659;2023;8;15;18;31;16.249476;0.0762789;0.044;-0.072;
3045;-1.615713185;101.1321457;737215.774;9821290.179;2823.011;-2823.011;2023;8;21;20;43;15.364263;0.025034;-0.057;-0.26;
3046;-1.615855759;101.1245254;736367.56;9821275.298;1388.352;-1388.352;2023;8;22;10;37;23.911058;0.0198742;-0.406;-0.549;
3047;-1.644360934;101.1403311;738123.512;9818120.536;1601.42;-1601.42;2023;8;25;22;0;2.996071;0.00340118;-0.682;-0.504;
3048;-1.648529993;101.1418062;738287.202;9817659.226;436.648;-436.648;2023;8;25;22;1;20.570164;0.0198721;-0.231;-0.205;
3049;-1.661520881;101.1344001;737461.31;9816223.214;-692.614;692.614;2023;8;25;22;1;29.343292;0.0273934;-0.297;-0.613;
3050;-1.650743104;101.1480252;738979.167;9817413.69;-181.25;181.25;2023;8;25;22;1;39.447508;0.0294394;-0.028;-0.076;
3051;-1.642208057;101.1405962;738153.274;9818358.631;1175.284;-1175.284;2023;8;25;22;2;23.928925;0.0116003;-0.353;-0.207;
3052;-1.64704632;101.1452806;738674.107;9817822.917;521.875;-521.875;2023;8;25;22;2;28.078638;0.0252537;0.547;0.289;
3053;-1.647320459;101.1406016;738153.274;9817793.155;1118.466;-1118.466;2023;8;25;22;2;42.279882;0.0193924;-0.294;-0.322;
3054;-1.645632456;101.1464154;738800.595;9817979.167;1011.932;-1011.932;2023;8;25;22;2;51.400806;0.031917;-0.296;-0.174;
3055;-1.648252945;101.1491589;739105.655;9817688.988;266.193;-266.193;2023;8;25;22;2;58.334772;0.0287324;1.087;0.643;
3056;-1.636478795;101.1512186;739336.31;9818991.071;472.159;-472.159;2023;8;25;22;3;19.695626;0.01243;-0.826;-0.572;
3057;-1.64382062;101.1423359;738346.726;9818180.06;1217.898;-1217.898;2023;8;25;22;3;24.781927;0.00187571;-0.619;-0.456;
3058;-1.637942306;101.1663271;741017.857;9818827.381;-1530.682;1530.682;2023;8;25;22;3;27.383699;0.0196853;-0.648;-1.025;
3059;-1.650752968;101.1389341;737967.262;9817413.69;671.023;-671.023;2023;8;25;22;3;32.44863;0.0401353;-0.399;-0.279;
3060;-1.648655538;101.1500952;739209.821;9817644.345;124.148;-124.148;2023;8;25;22;3;45.504518;0.0201895;-0.166;-0.104;
3061;-1.643551844;101.1420682;738316.964;9818209.821;1587.216;-1587.216;2023;8;25;22;4;22.053404;0.013507;-0.49;-0.296;
3062;-1.65087923;101.1465547;738815.476;9817398.81;798.864;-798.864;2023;8;25;22;4;39.372991;0.0393901;-0.318;-0.291;
3063;-1.652230117;101.1414759;738250;9817250;88.636;-88.636;2023;8;25;22;4;42.718655;0.0247676;-0.084;-0.144;
3064;-1.652096885;101.1402725;738116.071;9817264.881;216.477;-216.477;2023;8;25;22;5;22.523809;0.0195763;-0.295;-0.268;
3065;-1.635654492;101.1669931;741092.262;9819080.357;-1885.795;1885.795;2023;8;25;22;5;45.737396;0.0124995;-0.652;-0.831;
3066;-1.644828715;101.143206;738443.452;9818068.452;1551.705;-1551.705;2023;8;25;22;7;34.061882;0.0140067;-0.626;-0.525;
3067;-1.649866212;101.1502302;739224.702;9817510.417;24.716;-24.716;2023;8;25;22;9;17.278612;0.0244381;0.598;0.311;
3068;-1.648253961;101.1482231;739001.488;9817688.988;180.966;-180.966;2023;8;25;22;9;21.886893;0.0275911;1.002;0.567;
3069;-1.650004092;101.1471554;738882.44;9817495.536;-486.648;486.648;2023;8;25;22;9;33.580481;0.0366897;0.12;0.024;
3070;-1.642253247;101.1609841;740422.619;9818351.19;-1473.864;1473.864;2023;8;25;22;9;50.880811;0.0218698;-0.888;-0.766;
3071;-1.645887876;101.1589827;740199.405;9817949.405;699.432;-699.432;2023;8;25;22;11;54.819661;0.0192573;-0.831;-0.603;
3072;-1.638376988;101.137584;737818.452;9818782.738;1921.023;-1921.023;2023;8;25;22;12;15.276232;0.00336444;-0.853;-0.459;
3073;-1.642376251;101.1715458;741598.214;9818336.31;-863.068;863.068;2023;8;25;22;14;11.418461;0.0245571;-0.43;-0.79;
3074;-1.637476014;101.1621154;740549.107;9818879.464;308.807;-308.807;2023;8;28;21;39;39.037541;0.0042799;-0.221;-0.169;
3075;-1.652433441;101.1400723;738093.75;9817227.679;109.943;-109.943;2023;8;28;22;8;57.312836;0.015462;-0.304;-0.306;
3076;-1.644077243;101.1538336;739626.488;9818150.298;-401.42;401.42;2023;8;29;14;22;50.826498;0.0234257;0.167;0.046;
3077;-1.644634046;101.136588;737706.845;9818090.774;1161.08;-1161.08;2023;8;29;18;13;50.727972;0.0346346;-0.247;-0.138;
3078;-1.640785679;101.1496189;739157.738;9818514.881;1210.795;-1210.795;2023;8;29;18;14;32.997531;0.0134239;-0.94;-0.619;
3079;-1.644100212;101.1325766;737260.417;9818150.298;976.42;-976.42;2023;8;30;1;31;17.734224;0.00893167;-0.106;-0.025;
3080;-1.644555302;101.1472164;738889.881;9818098.214;1210.795;-1210.795;2023;8;30;5;46;14.322573;0.0180906;-0.764;-0.415;
3081;-1.644419751;101.1481521;738994.048;9818113.095;1139.773;-1139.773;2023;8;30;5;46;26.908569;0.0186833;-0.566;-0.307;
3082;-1.653712775;101.1389373;737967.262;9817086.31;-181.25;181.25;2023;8;30;5;47;3.471315;0.00672562;-0.416;-0.436;
3083;-1.642690795;101.1295671;736925.595;9818306.548;1011.932;-1011.932;2023;8;30;5;47;5.521417;0.0157783;-0.516;-0.125;
3084;-1.644826112;101.1456124;738711.31;9818068.452;1097.159;-1097.159;2023;8;30;5;47;14.010769;0.0161912;-1.084;-0.618;
3085;-1.641122088;101.1495524;739150.298;9818477.679;1402.557;-1402.557;2023;8;30;5;47;22.750964;0.0057965;-0.71;-0.545;
3086;-1.640857502;101.1454076;738688.988;9818507.44;1175.284;-1175.284;2023;8;30;5;47;28.266213;0.0104187;-0.369;-0.199;
3087;-1.64348421;101.1424024;738354.167;9818217.262;1352.841;-1352.841;2023;8;30;5;47;37.900498;0.0132845;-0.634;-0.417;
3088;-1.643287094;101.1380572;737870.536;9818239.583;1331.534;-1331.534;2023;8;30;5;47;50.944967;0.00577205;-0.662;-0.405;
3089;-1.644030718;101.1346488;737491.071;9818157.738;1182.386;-1182.386;2023;8;30;5;50;22.016988;0.0299658;-0.655;-0.371;
3090;-1.644562817;101.1402645;738116.071;9818098.214;1182.386;-1182.386;2023;8;30;5;50;28.101794;0.0292719;-0.274;-0.131;
3091;-1.64211274;101.1664653;741032.738;9818366.071;1239.205;-1239.205;2023;8;30;14;17;58.843811;0.0175893;-0.405;-0.731;
3092;-1.638631947;101.1506861;739276.786;9818752.976;1267.614;-1267.614;2023;8;30;14;22;58.09775;0.0103207;-0.346;-0.508;
3093;-1.644824954;101.146682;738830.357;9818068.452;557.386;-557.386;2023;8;30;14;35;52.380807;0.0387706;0.259;0.263;
3094;-1.661121479;101.1305225;737029.762;9816267.857;1764.773;-1764.773;2023;9;11;2;12;36.704676;0.0613421;0.005;0.03;
3095;-1.67442325;101.1464465;738800.595;9814794.643;-1772.159;1772.159;2023;9;11;2;17;44.653362;0.0901941;0.02;-0.485;
3096;-1.644570596;101.1330451;737312.5;9818098.214;1921.023;-1921.023;2023;9;11;2;19;37.692062;0.0417853;-0.047;0.035;
3097;-1.702244709;101.1709431;741523.81;9811714.286;6054.545;-6054.545;2023;9;11;2;35;19.78177;0.0963846;0.815;0.424;
3098;-1.668524113;101.1277229;736717.262;9815449.405;1438.068;-1438.068;2023;9;11;2;47;0.140381;0.0278818;-0.171;-0.099;
3099;-1.640190293;101.1403267;738123.512;9818581.845;848.58;-848.58;2023;9;13;15;18;58.226572;0.01083;-0.422;-0.279;
3100;-1.649407593;101.1389327;737967.262;9817562.5;443.75;-443.75;2023;9;14;16;1;6.918262;0.0346489;-0.167;-0.211;
3101;-1.644415113;101.1524303;739470.238;9818113.095;1196.591;-1196.591;2023;9;14;16;1;16.346714;0.0246798;-0.545;-0.373;
3102;-1.649422011;101.1255634;736479.167;9817562.5;131.25;-131.25;2023;9;14;16;1;24.811484;0.0232516;-0.104;-0.146;
3103;-1.645912511;101.1362551;737669.643;9817949.405;1324.432;-1324.432;2023;9;14;16;3;59.284791;0.0154854;-0.62;-0.442;
3104;-1.646786064;101.1371251;737766.369;9817852.679;834.375;-834.375;2023;9;14;16;4;7.998746;0.0313161;0.269;0.071;
3105;-1.637646987;101.1282916;736784.226;9818864.583;1232.102;-1232.102;2023;9;14;16;7;36.718366;0.0279438;-0.365;-0.259;
3106;-1.644627555;101.1426041;738376.488;9818090.774;1359.943;-1359.943;2023;9;14;16;7;42.91028;0.0150744;-0.066;-0.073;
3107;-1.646445465;101.1410686;738205.357;9817889.881;1239.205;-1239.205;2023;9;14;16;10;57.136037;0.0117696;-0.57;-0.422;
3108;-1.647510456;101.1514977;739366.071;9817770.833;955.114;-955.114;2023;9;14;16;11;12.259141;0.0113469;-0.659;-0.709;
3109;-1.645909337;101.1391964;737997.024;9817949.405;1352.841;-1352.841;2023;9;14;16;11;18.005088;0.00508244;-1.008;-0.549;
3110;-1.646514111;101.1397986;738063.988;9817882.44;1033.239;-1033.239;2023;9;14;16;23;25.342724;0.0190828;2.742;1.841;
3111;-1.646509484;101.1440768;738540.179;9817882.44;1146.875;-1146.875;2023;9;14;16;23;33.868727;0.0511953;1.865;1.206;
3112;-1.648326663;101.1432097;738443.452;9817681.548;557.386;-557.386;2023;9;14;16;23;52.735658;0.0487621;0.376;0.303;
3113;-1.644870534;101.135619;737598.958;9818064.732;1249.858;-1249.858;2023;9;14;16;23;59.132914;0.0211658;0.311;0.193;
3114;-1.648873487;101.1351887;737550.595;9817622.024;1040.341;-1040.341;2023;9;14;16;24;4.751166;0.021538;-0.082;-0.062;
