id;lat;lon;utm_x_m;utm_y_m;depth_m;elev_m;year;month;day;hour;minute;second;rms_error;ml_mag;mw_mag;remarks
3115;-1.645437234;101.1403322;738123.512;9818001.488;422.443;-422.443;2023;9;14;16;24;13.458382;0.0290011;0.791;0.489;
3116;-1.646242001;101.1426059;738376.488;9817912.202;820.17;-820.17;2023;9;14;16;24;25.233946;0.0342386;0.481;0.3;
3117;-1.644771176;101.1341817;737438.988;9818075.893;848.58;-848.58;2023;9;14;16;24;54.742037;0.0171291;-0.33;-0.196;
3118;-1.642784915;101.1358841;737628.72;9818295.387;1207.244;-1207.244;2023;9;14;16;24;59.396531;0.033934;0.255;0.237;
3119;-1.649205574;101.139133;737989.583;9817584.821;237.784;-237.784;2023;9;14;16;25;6.331896;0.0526434;0.056;-0.01;
3120;-1.645162377;101.1456796;738718.75;9818031.25;592.898;-592.898;2023;9;14;16;25;25.632652;0.0387181;-0.483;-0.311;
3121;-1.644222643;101.1438069;738510.417;9818135.417;976.42;-976.42;2023;9;14;16;25;28.388847;0.0170233;-0.347;-0.274;
3122;-1.63481383;101.1356417;737602.679;9819177.083;1615.625;-1615.625;2023;9;14;16;25;34.369464;0.00140996;-0.831;-0.781;
3123;-1.6471878;101.1388635;737959.821;9817808.036;408.239;-408.239;2023;9;14;16;25;42.613999;0.00471093;-0.624;-0.528;
3124;-1.6518252;101.1426787;738383.929;9817294.643;-209.659;209.659;2023;9;14;16;25;47.962734;0.0111796;-0.474;-0.318;
3125;-1.642215539;101.1336442;737379.464;9818358.631;1303.125;-1303.125;2023;9;14;16;25;56.60128;0.00796948;-0.392;-0.325;
3126;-1.647043131;101.1482218;739001.488;9817822.917;308.807;-308.807;2023;9;14;16;26;2.588142;0.0340972;0.846;0.49;
3127;-1.645971625;101.1438088;738510.417;9817941.964;394.034;-394.034;2023;9;14;16;26;23.555145;0.022556;1.165;0.686;
3128;-1.643009217;101.1462121;738778.274;9818269.345;1274.716;-1274.716;2023;9;14;16;26;35.043403;0.0320136;-0.363;-0.21;
3129;-1.648530717;101.1411377;738212.798;9817659.226;38.92;-38.92;2023;9;14;16;26;48.508259;0.0168258;-0.299;-0.214;
3130;-1.651421443;101.1428119;738398.81;9817339.286;173.864;-173.864;2023;9;14;16;27;6.00953;0.0300794;-0.358;-0.301;
3131;-1.646715118;101.1405341;738145.833;9817860.119;1267.614;-1267.614;2023;9;14;16;27;14.105329;0.021924;-0.549;-0.362;
3132;-1.64879472;101.1458172;738733.631;9817629.464;10.511;-10.511;2023;9;14;16;27;17.465705;0.0221785;1.255;0.786;
3133;-1.63964667;101.1454064;738688.988;9818641.369;891.193;-891.193;2023;9;14;16;27;22.846269;0.00714897;0.606;0.46;
3134;-1.643216578;101.1410652;738205.357;9818247.024;955.114;-955.114;2023;9;14;16;27;30.061987;0.0182573;0.233;0.257;
3135;-1.64100053;101.13752;737811.012;9818492.56;1331.534;-1331.534;2023;9;14;16;27;36.073811;0.0148715;-0.267;-0.166;
3136;-1.646237224;101.1470177;738867.56;9817912.202;408.239;-408.239;2023;9;14;16;28;5.045653;0.0241819;0.264;0.075;
3137;-1.647584033;101.1456822;738718.75;9817763.393;109.943;-109.943;2023;9;14;16;28;10.891562;0.0324773;0.581;0.311;
3138;-1.649062343;101.1471544;738882.44;9817599.702;124.148;-124.148;2023;9;14;16;28;18.645536;0.0350953;-0.008;-0.145;
3139;-1.642403291;101.1466794;738830.357;9818336.31;1239.205;-1239.205;2023;9;14;16;28;27.957532;0.0111393;-0.712;-0.663;
3140;-1.648794865;101.1456835;738718.75;9817629.464;-74.716;74.716;2023;9;14;16;28;40.340015;0.0256489;-0.033;-0.058;
3141;-1.65189211;101.143013;738421.131;9817287.202;-60.511;60.511;2023;9;14;16;28;47.161104;0.0210296;-0.657;-0.461;
3142;-1.640035085;101.1594443;740251.488;9818596.726;564.489;-564.489;2023;9;14;16;28;51.555563;0.0741018;0.076;-0.052;
3143;-1.649134465;101.1426758;738383.929;9817592.262;1239.205;-1239.205;2023;9;14;16;29;40.962676;0.0216082;-0.827;-0.477;
3144;-1.645914528;101.1343834;737461.31;9817949.405;926.705;-926.705;2023;9;14;16;29;46.07235;0.0203124;-0.609;-0.584;
3145;-1.645640551;101.1389287;737967.262;9817979.167;983.523;-983.523;2023;9;14;16;29;52.229298;0.0273832;-0.399;-0.142;
3146;-1.648122326;101.1455491;738703.869;9817703.869;-32.102;32.102;2023;9;14;16;32;8.348939;0.0307012;1.219;0.662;
3147;-1.650473449;101.1485597;739038.69;9817443.452;131.25;-131.25;2023;9;14;16;32;17.497701;0.0343422;0.344;0.169;
3148;-1.647859621;101.1396664;738049.107;9817733.631;195.17;-195.17;2023;9;14;16;32;30.677206;0.0115252;-0.451;-0.343;
3149;-1.646103846;101.145948;738748.512;9817927.083;578.693;-578.693;2023;9;14;16;32;36.955388;0.0185338;1.209;0.686;
3150;-1.640795491;101.1405278;738145.833;9818514.881;1125.568;-1125.568;2023;9;14;16;32;59.236453;0.0305423;-0.365;-0.217;
3151;-1.640791744;101.1440038;738532.738;9818514.881;1409.659;-1409.659;2023;9;14;16;34;11.036036;0.0399597;-0.507;-0.273;
3152;-1.647801517;101.1311768;737104.167;9817741.071;756.25;-756.25;2023;9;14;16;34;40.347539;0.015209;-0.53;-0.349;
3153;-1.643557322;101.1369879;737751.488;9818209.821;1232.102;-1232.102;2023;9;14;16;34;47.377996;0.0292231;-0.445;-0.387;
3154;-1.641547439;101.1293653;736903.274;9818433.036;1019.034;-1019.034;2023;9;14;16;34;58.967752;0.00275964;-0.702;-0.545;
3155;-1.635998733;101.1597074;740281.25;9819043.155;351.42;-351.42;2023;9;14;16;36;23.458481;0.00874296;-0.838;-0.795;
3156;-1.646719449;101.1365234;737699.405;9817860.119;1409.659;-1409.659;2023;9;14;16;38;46.106162;0.0199856;-0.515;-0.439;
3157;-1.641605307;101.1381222;737877.976;9818425.595;1438.068;-1438.068;2023;9;14;16;39;22.277488;0.00721934;-0.674;-0.437;
3158;-1.649397156;101.1485585;739038.69;9817562.5;102.841;-102.841;2023;9;14;16;40;10.516878;0.00609199;-0.387;-0.295;
3159;-1.638494375;101.1534934;739589.286;9818767.857;1082.955;-1082.955;2023;9;14;16;40;29.628312;0.0126068;-0.631;-0.499;
3160;-1.647178393;101.1475535;738927.083;9817808.036;763.352;-763.352;2023;9;14;16;42;57.438226;0.0219912;2.273;1.44;
3161;-1.642605462;101.1463454;738793.155;9818313.988;891.193;-891.193;2023;9;14;16;43;40.402278;0.0326291;-0.067;-0.118;
3162;-1.647038049;101.152901;739522.321;9817822.917;-131.534;131.534;2023;9;14;16;48;22.144121;0.0194128;0.119;0.008;
3163;-1.642130176;101.1504224;739247.024;9818366.071;955.114;-955.114;2023;9;14;16;48;45.548544;0.00913398;-0.979;-0.54;
3164;-1.638615709;101.1656594;740943.452;9818752.976;-436.932;436.932;2023;9;14;16;51;31.94262;0.0207108;-1.001;-0.779;
3165;-1.647235856;101.1565777;739931.548;9817800.595;699.432;-699.432;2023;9;14;16;56;2.021427;0.0186635;-0.944;-0.541;
3166;-1.648587902;101.1504294;739247.024;9817651.786;-152.841;152.841;2023;9;14;17;0;13.789004;0.02281;-0.249;-0.247;
3167;-1.636389658;101.1402892;738119.792;9819002.232;-284.233;284.233;2023;9;14;17;16;3.057423;0.00820582;-0.665;-0.343;
3168;-1.647054129;101.1380612;737870.536;9817822.917;1132.67;-1132.67;2023;9;14;17;16;12.504929;0.0146196;-0.605;-0.4;
3169;-1.651040778;101.1215543;736032.738;9817383.929;-266.477;266.477;2023;9;14;17;16;20.394035;0.0234053;-0.377;-0.35;
3170;-1.650478677;101.1437468;738502.976;9817443.452;614.205;-614.205;2023;9;14;17;22;43.236635;0.0431102;0.079;0.063;
3171;-1.646850955;101.1393311;738011.905;9817845.238;884.091;-884.091;2023;9;14;17;23;1.57951;0.023884;0.487;0.233;
3172;-1.652897719;101.1461558;738770.833;9817175.595;-209.659;209.659;2023;9;14;17;23;3.378657;0.0362488;0.751;0.502;
3173;-1.650218866;101.1351902;737550.595;9817473.214;671.023;-671.023;2023;9;14;17;23;38.343791;0.0350606;1.589;0.962;
3174;-1.64873765;101.1363918;737684.524;9817636.905;742.045;-742.045;2023;9;14;17;24;47.412748;0.0310132;-0.231;-0.102;
3175;-1.647778075;101.1528349;739514.881;9817741.071;784.659;-784.659;2023;9;14;18;6;58.512927;0.0190154;-0.437;-0.424;
3176;-1.648048302;101.1517657;739395.833;9817711.31;-266.477;266.477;2023;9;14;21;33;19.769275;0.010354;-0.219;-0.321;
3177;-1.651285019;101.1445498;738592.262;9817354.167;-323.295;323.295;2023;9;15;17;48;41.589607;0.0533312;0.189;0.007;
3178;-1.642472226;101.145142;738659.226;9818328.869;1416.761;-1416.761;2023;9;15;17;50;48.273941;0.0331234;0.185;0.014;
3179;-1.652565948;101.1419442;738302.083;9817212.798;-415.625;415.625;2023;9;15;17;51;9.255011;0.013988;-0.522;-0.414;
3180;-1.634895577;101.122072;736092.262;9819169.643;1352.841;-1352.841;2023;9;18;5;34;55.168379;0.00498928;-0.526;-0.436;
3181;-1.647852672;101.1460836;738763.393;9817733.631;450.852;-450.852;2023;9;18;5;36;41.848566;0.0372776;0.576;0.266;
3182;-1.651015365;101.1450843;738651.786;9817383.929;386.932;-386.932;2023;9;18;16;33;14.114082;0.0433133;-0.118;-0.126;
3183;-1.64105822;101.1464105;738800.595;9818485.119;1267.614;-1267.614;2023;9;19;22;37;53.892667;0.0422433;-0.076;-0.074;
3184;-1.648600946;101.1383971;737907.738;9817651.786;557.386;-557.386;2023;9;20;20;41;28.506302;0.0580231;0.218;0.041;
3185;-1.640060356;101.1360484;737647.321;9818596.726;1558.807;-1558.807;2023;9;21;3;26;18.535649;0.0381821;-0.107;-0.139;
3186;-1.637634666;101.1397892;738063.988;9818864.583;1487.784;-1487.784;2023;9;21;3;26;48.39982;0.00611846;-0.607;-0.441;
3187;-1.643012107;101.1435383;738480.655;9818269.345;1075.852;-1075.852;2023;9;21;3;26;59.609103;0.0351968;0.208;0.036;
3188;-1.638073784;101.1691347;741330.357;9818812.5;-522.159;522.159;2023;9;21;3;27;59.5959;0.021855;-0.432;-0.76;
3189;-1.63803569;101.142196;738331.845;9818819.94;1388.352;-1388.352;2023;9;21;3;28;2.719395;0.0616181;0.065;-0.027;
3190;-1.644762381;101.1423369;738346.726;9818075.893;734.943;-734.943;2023;9;21;3;28;44.704575;0.0546599;0.617;0.247;
3191;-1.633599697;101.1387154;737944.94;9819311.012;1516.193;-1516.193;2023;9;21;3;37;14.674642;0.01534;-0.56;-0.496;
3192;-1.63890102;101.1506864;739276.786;9818723.214;1523.295;-1523.295;2023;9;21;3;43;8.478373;0.0160554;0.023;-0.039;
3193;-1.639715447;101.1440027;738532.738;9818633.929;1409.659;-1409.659;2023;9;21;3;43;36.929779;0.0160551;-0.029;-0.138;
3194;-1.638105614;101.1397228;738056.548;9818812.5;1949.432;-1949.432;2023;9;21;3;44;35.310802;0.0134545;-0.111;-0.195;
3195;-1.634340294;101.1381145;737877.976;9819229.167;1750.568;-1750.568;2023;9;21;3;45;0.314422;0.00539125;-0.147;-0.336;
3196;-1.641136218;101.1364506;737691.964;9818477.679;1033.239;-1033.239;2023;9;21;3;46;23.660841;0.0355213;0.206;0.034;
3197;-1.640058201;101.1380537;737870.536;9818596.726;1658.239;-1658.239;2023;9;21;3;47;35.846447;0.0203054;0.07;0.014;
3198;-1.635396727;101.156565;739931.548;9819110.119;1239.205;-1239.205;2023;9;21;3;47;45.433945;0.0187241;-0.14;-0.171;
3199;-1.647848609;101.149827;739180.06;9817733.631;195.17;-195.17;2023;9;21;3;50;10.269628;0.0283648;0.222;-0.03;
3200;-1.643416296;101.1430039;738421.131;9818224.702;1075.852;-1075.852;2023;9;21;3;51;53.619036;0.0571056;0.369;0.209;
3201;-1.632164118;101.1600375;740318.452;9819467.262;1182.386;-1182.386;2023;9;21;3;54;41.13333;0.0205159;-0.159;-0.257;
3202;-1.633449784;101.1530201;739537.202;9819325.893;1573.011;-1573.011;2023;9;21;3;54;56.22685;0.0165894;-0.555;-0.349;
3203;-1.649670004;101.1450828;738651.786;9817532.738;415.341;-415.341;2023;9;21;3;55;2.077477;0.0146269;-0.176;-0.183;
3204;-1.639921074;101.1404601;738138.393;9818611.607;1686.648;-1686.648;2023;9;21;3;57;10.911582;0.0202767;-0.049;-0.056;
3205;-1.653174054;101.1394715;738026.786;9817145.833;-323.295;323.295;2023;9;21;18;0;5.388846;0.0382928;-0.26;-0.379;
3206;-1.639961634;101.1651261;740883.929;9818604.167;671.023;-671.023;2023;9;21;18;0;24.648259;0.0155302;-0.691;-0.766;
3207;-1.652963892;101.1471586;738882.44;9817168.155;-401.42;401.42;2023;9;21;18;0;43.748382;0.0231125;-0.38;-0.383;
3208;-1.642126409;101.1538984;739633.929;9818366.071;1352.841;-1352.841;2023;9;21;18;2;53.297606;0.0385064;-0.516;-0.361;
3209;-1.647783885;101.1474873;738919.643;9817741.071;17.614;-17.614;2023;9;21;18;3;1.806939;0.0357636;-0.133;-0.164;
3210;-1.645633325;101.1456133;738711.31;9817979.167;1153.977;-1153.977;2023;9;21;18;3;6.731489;0.0423248;-0.1;-0.099;
3211;-1.637263078;101.1723424;741687.5;9818901.786;-1658.523;1658.523;2023;9;21;18;3;55.395887;0.0226522;-0.664;-0.905;
3212;-1.640802392;101.1341106;737431.548;9818514.881;1665.341;-1665.341;2023;9;21;18;3;58.378758;0.0250844;-0.61;-0.337;
3213;-1.640224874;101.1704739;741479.167;9818574.405;-380.114;380.114;2023;9;21;18;4;4.575879;0.0299248;-0.239;-0.525;
3214;-1.649733711;101.1483584;739016.369;9817525.298;180.966;-180.966;2023;9;21;18;4;8.571544;0.0370864;0.475;0.188;
3215;-1.655061631;101.1357301;737610.119;9816937.5;472.159;-472.159;2023;9;21;18;5;31.887395;0.0290776;-0.657;-0.538;
3216;-1.650478967;101.1434794;738473.214;9817443.452;784.659;-784.659;2023;9;21;18;5;48.29097;0.0341576;-0.26;-0.261;
3217;-1.641321799;101.1514911;739366.071;9818455.357;1494.886;-1494.886;2023;9;21;18;6;39.587178;0.0445115;-0.59;-0.458;
3218;-1.645441849;101.1360541;737647.321;9818001.488;919.602;-919.602;2023;9;21;18;40;21.734971;0.0314538;-0.055;0.013;
3219;-1.639779042;101.1474119;738912.202;9818626.488;1303.125;-1303.125;2023;9;28;7;5;1.882207;0.01659;-0.439;-0.351;
3220;-1.639012189;101.141161;738216.518;9818712.054;1242.756;-1242.756;2023;9;28;7;39;3.85169;0.0255391;-0.047;-0.063;
3221;-1.647243417;101.1496258;739157.738;9817800.595;358.523;-358.523;2023;9;28;7;40;2.476457;0.0357298;-0.145;-0.191;
3222;-1.645902398;101.1456136;738711.31;9817949.405;443.75;-443.75;2023;9;28;7;55;56.893047;0.041809;0.051;-0.007;
3223;-1.646102398;101.1472849;738897.321;9817927.083;621.307;-621.307;2023;9;28;7;56;5.398893;0.0188967;1.144;0.676;
3224;-1.646504703;101.1484886;739031.25;9817882.44;266.193;-266.193;2023;9;28;7;56;11.434157;0.0300863;0.772;0.457;
3225;-1.642742166;101.1443401;738569.94;9818299.107;905.398;-905.398;2023;9;28;7;57;46.35411;0.0200818;0.045;0.017;
3226;-1.644218883;101.1472829;738897.321;9818135.417;905.398;-905.398;2023;9;28;7;59;35.91806;0.0328276;0.118;0.018;
3227;-1.646112952;101.1375254;737811.012;9817927.083;223.58;-223.58;2023;9;28;8;1;35.675165;0.00577708;-0.61;-0.496;
3228;-1.646099062;101.1503598;739239.583;9817927.083;81.534;-81.534;2023;9;28;8;2;3.209619;0.0250973;0.1;0;
3229;-1.646772171;101.1499595;739194.94;9817852.679;308.807;-308.807;2023;9;28;8;2;40.263566;0.0264709;0.434;0.235;
3230;-1.645698932;101.1471508;738882.44;9817971.726;649.716;-649.716;2023;9;28;8;7;49.549349;0.0290636;0.075;0.008;
3231;-1.641670339;101.1401945;738108.631;9818418.155;976.42;-976.42;2023;9;28;8;13;6.820473;0.0367824;0.449;0.312;
3232;-1.640257629;101.1402599;738116.071;9818574.405;1040.341;-1040.341;2023;9;28;8;15;50.814599;0.0312862;-0.472;-0.263;
3233;-1.647176507;101.1492915;739120.536;9817808.036;379.83;-379.83;2023;9;28;8;15;58.157601;0.0320623;0.026;-0.042;
3234;-1.647253556;101.1402673;738116.071;9817800.595;1011.932;-1011.932;2023;9;28;8;17;0.4234;0.0282785;-0.508;-0.192;
3235;-1.640244061;101.1528269;739514.881;9818574.405;1210.795;-1210.795;2023;9;28;8;17;24.154162;0.0192219;-0.213;-0.154;
3236;-1.64190481;101.1410972;738209.077;9818392.113;1065.199;-1065.199;2023;9;28;8;19;49.296325;0.0258758;-0.013;0.006;
3237;-1.641668466;101.1419325;738302.083;9818418.155;1104.261;-1104.261;2023;9;28;8;20;55.487042;0.0244307;-0.246;-0.17;
3238;-1.646907289;101.1494249;739135.417;9817837.798;81.534;-81.534;2023;9;28;8;26;42.775216;0.02886;0.6;0.274;
3239;-1.645429859;101.1471505;738882.44;9818001.488;450.852;-450.852;2023;9;28;8;26;46.74183;0.0313076;0.932;0.503;
3240;-1.646908739;101.1480879;738986.607;9817837.798;408.239;-408.239;2023;9;28;8;27;2.038249;0.0196714;1.362;0.802;
3241;-1.647183174;101.1431416;738436.012;9817808.036;479.261;-479.261;2023;9;28;8;29;30.996115;0.0314351;0.042;0.01;
3242;-1.642073952;101.140195;738108.631;9818373.512;1217.898;-1217.898;2023;9;28;8;33;52.333461;0.0221294;-0.237;-0.12;
3243;-1.645298506;101.1442092;738555.06;9818016.369;607.102;-607.102;2023;9;28;8;34;52.645144;0.0331751;0.856;0.56;
3244;-1.64314751;101.1427363;738391.369;9818254.464;805.966;-805.966;2023;9;28;8;35;23.659114;0.0336885;0.69;0.398;
3245;-1.646371036;101.1476863;738941.964;9817897.321;209.375;-209.375;2023;9;28;8;35;36.864028;0.0274241;0.011;-0.064;
3246;-1.646111942;101.1384613;737915.179;9817927.083;1260.511;-1260.511;2023;9;28;8;36;6.095798;0.0287192;0.088;-0.049;
3247;-1.646101238;101.1483545;739016.369;9817927.083;223.58;-223.58;2023;9;28;8;36;9.214029;0.0281421;1.86;1.123;
3248;-1.647581568;101.147955;738971.726;9817763.393;166.761;-166.761;2023;9;28;8;36;18.632941;0.0348757;1.287;0.749;
3249;-1.646782454;101.1404674;738138.393;9817852.679;564.489;-564.489;2023;9;28;8;36;33.730951;0.0117284;-0.272;-0.142;
3250;-1.648395311;101.1419397;738302.083;9817674.107;266.193;-266.193;2023;9;28;8;36;39.814137;0.0403936;0.116;0.094;
3251;-1.645172774;101.1360538;737647.321;9818031.25;692.33;-692.33;2023;9;28;8;37;37.892286;0.0195814;-0.518;-0.25;
3252;-1.646778839;101.1438097;738510.417;9817852.679;536.08;-536.08;2023;9;28;8;37;40.689576;0.0281744;1.727;1.117;
3253;-1.647855135;101.1438108;738510.417;9817733.631;436.648;-436.648;2023;9;28;8;38;9.659332;0.0273175;2.278;1.414;
3254;-1.647578229;101.1510299;739313.988;9817763.393;180.966;-180.966;2023;9;28;8;39;3.183501;0.0478799;0.374;0.263;
3255;-1.640324255;101.1408616;738183.036;9818566.964;1303.125;-1303.125;2023;9;28;8;39;16.194799;0.0487683;0.039;-0.025;
3256;-1.641530467;101.145141;738659.226;9818433.036;1232.102;-1232.102;2023;9;28;8;39;29.661824;0.0237216;-0.141;-0.027;
3257;-1.64462611;101.1439411;738525.298;9818090.774;720.739;-720.739;2023;9;28;8;40;15.906456;0.0324934;1.421;0.822;
3258;-1.645698353;101.1476856;738941.964;9817971.726;351.42;-351.42;2023;9;28;8;40;38.453123;0.026658;0.34;0.156;
3259;-1.647453116;101.1423398;738346.726;9817778.274;436.648;-436.648;2023;9;28;8;40;41.360898;0.0224445;1.324;0.795;
3260;-1.649468992;101.1443473;738569.94;9817555.06;323.011;-323.011;2023;9;28;8;41;2.133893;0.0273748;0.106;0.032;
3261;-1.642079276;101.1352484;737558.036;9818373.512;1501.989;-1501.989;2023;9;28;8;41;20.787214;0.0146499;-0.327;-0.229;
3262;-1.646643867;101.1442106;738555.06;9817867.56;436.648;-436.648;2023;9;28;8;41;54.934709;0.0328174;0.535;0.28;
3263;-1.639514727;101.1429998;738421.131;9818656.25;1601.42;-1601.42;2023;9;28;8;42;14.599013;0.0351787;-0.497;-0.264;
3264;-1.643553142;101.140865;738183.036;9818209.821;1331.534;-1331.534;2023;9;28;8;42;19.545273;0.0477434;0.048;0.024;
3265;-1.647775165;101.1555088;739812.5;9817741.071;-550.568;550.568;2023;9;28;8;43;54.629134;0.034566;-0.008;-0.056;
3266;-1.651011005;101.149095;739098.214;9817383.929;-863.068;863.068;2023;9;28;8;44;16.882069;0.0391884;0.479;-0.041;
3267;-1.643952846;101.1444751;738584.821;9818165.179;876.989;-876.989;2023;9;28;8;44;28.360015;0.0378382;0.521;0.28;
3268;-1.645567291;101.1444768;738584.821;9817986.607;649.716;-649.716;2023;9;28;8;47;19.827447;0.0301996;1.114;0.66;
3269;-1.641670339;101.1401945;738108.631;9818418.155;1019.034;-1019.034;2023;9;28;8;47;33.068353;0.0412398;0.091;-0.019;
3270;-1.640589582;101.1443378;738569.94;9818537.202;1104.261;-1104.261;2023;9;28;8;51;42.358183;0.00537579;-0.528;-0.284;
3271;-1.646174945;101.1424053;738354.167;9817919.643;642.614;-642.614;2023;9;28;8;59;46.491736;0.0376212;-0.165;-0.095;
3272;-1.646986504;101.1383953;737907.738;9817830.357;756.25;-756.25;2023;9;28;9;4;21.201314;0.0248799;-0.183;-0.145;
3273;-1.644225676;101.1409994;738197.917;9818135.417;1118.466;-1118.466;2023;9;28;9;5;15.801085;0.0237487;-0.136;-0.007;
3274;-1.646772607;101.1495584;739150.298;9817852.679;166.761;-166.761;2023;9;28;9;10;20.298159;0.0250382;1.12;0.62;
3275;-1.651561921;101.1373307;737788.69;9817324.405;273.295;-273.295;2023;9;28;9;17;17.313617;0.0116521;-0.558;-0.337;
3276;-1.638508795;101.1401243;738101.19;9818767.857;1651.136;-1651.136;2023;10;5;7;35;44.759114;0.0522797;0.254;0.177;
3277;-1.621802832;101.1304475;737026.042;9820616.815;468.608;-468.608;2023;10;8;0;46;1.68667;0.031202;0.082;0.053;
3278;-1.617297648;101.1287048;736832.589;9821115.327;731.392;-731.392;2023;10;8;0;46;50.900094;0.0476436;0.059;-0.062;
3279;-1.648119715;101.1479556;738971.726;9817703.869;337.216;-337.216;2023;10;9;12;0;57.168329;0.0180421;0.46;0.139;
3280;-1.640776116;101.1584424;740139.881;9818514.881;756.25;-756.25;2023;10;9;13;10;28.75465;0.0369329;-0.187;-0.309;
3281;-1.647717845;101.1463508;738793.155;9817748.512;-74.716;74.716;2023;10;10;8;52;47.400842;0.0199665;-0.067;-0.169;
3282;-1.650750071;101.141608;738264.881;9817413.69;1324.432;-1324.432;2023;10;12;2;8;51.778904;0.0313106;-0.239;-0.114;
3283;-1.644223799;101.1427374;738391.369;9818135.417;933.807;-933.807;2023;10;12;2;25;53.879608;0.0257625;-0.146;-0.042;
3284;-1.658026673;101.1309203;737074.405;9816610.119;-181.25;181.25;2023;10;12;2;26;44.325478;0.0443183;-0.133;-0.112;
3285;-1.648533465;101.1385975;737930.06;9817659.226;834.375;-834.375;2023;10;12;2;44;57.574422;0.0270001;1.256;0.789;
3286;-1.642396053;101.1533639;739574.405;9818336.31;1153.977;-1153.977;2023;10;12;7;33;35.667144;0.0206493;-0.484;-0.347;
3287;-1.636684561;101.1475423;738927.083;9818968.75;1516.193;-1516.193;2023;10;12;7;35;26.728431;0.0150175;-0.307;-0.146;
3288;-1.64247237;101.1450083;738644.345;9818328.869;876.989;-876.989;2023;10;12;7;44;21.185669;0.0182724;-0.178;-0.111;
3289;-1.63452939;101.1499464;739194.94;9819206.845;1146.875;-1146.875;2023;10;14;8;24;30.656836;0.0191086;-0.022;-0.069;
3290;-1.637624299;101.1494149;739135.417;9818864.583;1459.375;-1459.375;2023;10;14;10;32;46.283712;0.0235039;-0.243;-0.166;
3291;-1.644012519;101.151494;739366.071;9818157.738;898.295;-898.295;2023;10;14;16;31;40.984998;0.034084;-0.29;-0.215;
3292;-1.645435934;101.1415355;738257.44;9818001.488;777.557;-777.557;2023;10;17;8;13;56.902067;0.0417595;0.39;0.189;
3293;-1.646459297;101.1282341;736776.786;9817889.881;1040.341;-1040.341;2023;10;17;9;1;32.418726;0.0226447;-0.026;0.075;
3294;-1.634058013;101.1189628;735746.28;9819262.649;369.176;-369.176;2023;10;18;0;33;19.631318;0.0146012;-0.172;-0.142;
3295;-1.628116558;101.1394114;738023.065;9819917.411;-149.29;149.29;2023;10;18;14;21;34.940596;0.192276;-0.006;-0.136;
3296;-1.635304975;101.1324169;737243.676;9819123.14;86.861;-86.861;2023;11;1;8;1;10.83444;0.0255873;-0.11;0.06;
3297;-1.635252685;101.1341382;737435.268;9819128.72;-149.29;149.29;2023;11;1;8;1;20.056406;0.0412491;0.063;-0.284;
3298;-1.651572893;101.12717;736657.738;9817324.405;159.659;-159.659;2023;11;3;6;36;44.201947;0.0192112;-0.212;-0.392;
3299;-1.651373965;101.1861277;743220.238;9817339.286;3923.864;-3923.864;2023;11;5;4;16;43.575274;0.0535324;0.597;0.227;
3300;-1.579745982;101.1110525;734872.024;9825270.833;-493.75;493.75;2023;11;5;15;29;58.899785;0.0203683;-0.128;-0.571;
3301;-1.642950386;101.138391;737907.738;9818276.786;1381.25;-1381.25;2023;11;10;8;24;4.266502;0.0183783;-0.491;-0.272;
3302;-1.64381802;101.1447423;738614.583;9818180.06;1090.057;-1090.057;2023;11;10;8;24;55.857585;0.02813;0.226;0.121;
3303;-1.639435984;101.1536281;739604.167;9818663.69;1097.159;-1097.159;2023;11;10;8;25;48.674431;0.0164514;-0.591;-0.391;
3304;-1.643413406;101.1456778;738718.75;9818224.702;550.284;-550.284;2023;11;10;11;22;8.704863;0.0113182;-0.161;-0.244;
3305;-1.585846294;101.0657367;729827.381;9824601.19;-1814.773;1814.773;2023;11;14;6;27;44.642274;0.0198981;0.244;-0.431;
3306;-1.598186051;101.1031834;733994.048;9823232.143;6026.136;-6026.136;2023;11;16;7;48;57.204757;0.0554419;0.492;0.273;
3307;-1.601686585;101.1007805;733726.19;9822845.238;5884.091;-5884.091;2023;11;19;3;15;56.467716;0.0438895;1.496;0.956;
3308;-1.596041649;101.0951596;733101.19;9823470.238;4776.136;-4776.136;2023;11;19;3;17;51.058094;0.0303058;0.254;0.107;
3309;-1.701743247;101.138321;737892.857;9811773.81;5997.727;-5997.727;2023;11;23;16;25;16.102717;0.0559376;0.343;0.071;
3310;-1.708402378;101.197956;744529.762;9811029.762;2162.5;-2162.5;2023;11;23;16;50;57.703698;0.0802281;0.658;0.228;
3311;-1.618011548;101.1844873;743041.667;9821029.762;685.227;-685.227;2023;11;24;22;17;16.999984;0.0304936;-0.348;-0.193;
3312;-1.618064272;101.1352899;737565.476;9821029.762;6423.864;-6423.864;2023;11;25;13;43;52.667735;0.00449156;0.252;0.165;
3313;-1.636789343;101.112448;735020.833;9818961.31;-323.295;323.295;2023;11;25;13;44;27.236706;0.00741698;0.26;-0.117;
3314;-1.591773941;101.1239658;736308.036;9823938.988;635.511;-635.511;2023;11;25;23;28;52.876103;0.0392035;-0.32;-0.129;
3315;-1.652361896;101.1440162;738532.738;9817235.119;-863.068;863.068;2023;11;28;10;22;11.761918;0.0335726;0.036;0.134;
3316;-1.639580478;101.1444036;738577.381;9818648.81;1480.682;-1480.682;2023;11;29;0;27;57.66566;0.0172154;-0.663;-0.589;
