id,lat,lon,utm_x_m,utm_y_m,depth_m,elev_m,year,month,day,hour,minute,second,dt_origin,rms_error,ml_mag,mw_mag,remarks
2872,-1.6471783,101.1467448,738837.0718,9817808.143,723.2,-723.2,2023,3,30,10,40,36.4099998,2023-03-30 10:40:36.410000,0.0143848,0.439,0.201,WCC
2873,-1.6493509,101.149707,739166.5286,9817567.478,227.29,-227.29,2023,3,30,10,40,42.2400017,2023-03-30 10:40:42.240000,0.0151484,0.428,0.207,WCC
2874,-1.644098918,101.1337799,737394.345,9818150.298,1274.716,-1274.716,2023,3,30,10,41,9.525988,2023-03-30 10:41:09.525990,0.0124205,-0.379,-0.229,Initial
2875,-1.64591,101.1438232,738512.0261,9817948.779,1044.73,-1044.73,2023,3,30,10,41,20.1299992,2023-03-30 10:41:20.130000,0.0128267,0.088,0.036,WCC
2876,-1.6465597,101.1464355,738802.718,9817876.603,1131.95,-1131.95,2023,3,30,10,41,29.9899998,2023-03-30 10:41:29.990000,0.0078293,-0.116,-0.046,WCC
2877,-1.6499196,101.1257243,736497.0184,9817507.444,-433.85,433.85,2023,3,30,10,42,3.1900001,2023-03-30 10:42:03.190000,0.0435457,-0.475,-0.499,Reloc
2878,-1.646641,101.1413005,738231.1436,9817868.225,1130.46,-1130.46,2023,3,30,10,42,11.6099997,2023-03-30 10:42:11.610000,0.0151774,0.098,0.094,WCC
2879,-1.6412362,101.1425049,738365.844,9818465.899,1448.52,-1448.52,2023,3,30,10,45,34.4399986,2023-03-30 10:45:34.440000,0.0115719,-0.111,-0.053,WCC
2880,-1.6434269,101.1434652,738472.473,9818223.474,1254.78,-1254.78,2023,3,30,10,49,11.3199997,2023-03-30 10:49:11.320000,0.0125699,-0.33,-0.216,WCC
2881,-1.7019295,101.136556,737696.3803,9811753.427,3398.56,-3398.56,2023,4,1,11,45,1.3099999,2023-04-01 11:45:01.310000,0.3671656,0.836,0.638,Reloc
2882,-1.6429887,101.1496012,739155.5111,9818271.209,1025.92,-1025.92,2023,4,4,21,16,12.3000002,2023-04-04 21:16:12.300000,0.0155662,-0.192,-0.186,WCC
2883,-1.6463511,101.140625,738155.9899,9817900.372,1201.4,-1201.4,2023,4,4,21,17,38.7999992,2023-04-04 21:17:38.800000,0.014682,-0.531,-0.475,WCC
2884,-1.6447052,101.1532389,739560.2128,9818080.911,695.38,-695.38,2023,4,4,21,19,37.6800003,2023-04-04 21:19:37.680000,0.0114284,-0.313,-0.394,WCC
2885,-1.6479085,101.1526693,739496.4289,9817726.665,1242.14,-1242.14,2023,4,4,21,20,7.7399998,2023-04-04 21:20:07.740000,0.0159477,-0.349,-0.397,WCC
2886,-1.6474923,101.1497965,739176.7127,9817773.046,345.37,-345.37,2023,4,4,21,21,24.0599995,2023-04-04 21:21:24.060000,0.0145393,0.184,0.073,WCC
2887,-1.6452251,101.1541748,739664.3243,9818023.293,655.82,-655.82,2023,4,4,21,21,37.8600006,2023-04-04 21:21:37.860000,0.0114231,-0.449,-0.512,WCC
2888,-1.6536504,101.1233398,736231.1681,9817095.074,-717.42,717.42,2023,4,4,21,21,52.7200012,2023-04-04 21:21:52.720000,0.0063507,-0.374,-0.815,WCC
2889,-1.6446145,101.146818,738845.5248,9818091.714,836.56,-836.56,2023,4,4,21,21,54.9799995,2023-04-04 21:21:54.980000,0.0142132,-0.045,0.017,WCC
2890,-1.6468891,101.1489339,739080.7704,9817839.869,1188.54,-1188.54,2023,4,4,21,22,3.72,2023-04-04 21:22:03.720000,0.0292446,-0.597,-0.524,Reloc
2891,-1.6468023,101.1445719,738595.256,9817849.993,859.95,-859.95,2023,4,7,6,28,12.25,2023-04-07 06:28:12.250000,0.0138469,0.058,-0.028,WCC
2892,-1.5972182,101.0994141,733574.6113,9823339.622,5488.28,-5488.28,2023,4,13,0,27,12.3100004,2023-04-13 00:27:12.310000,3e-07,0.944,0.443,WCC
2893,-1.692056583,101.1383104,737892.857,9812845.238,-252.273,252.273,2023,4,14,3,58,7.132033,2023-04-14 03:58:07.132030,0.16795,0.973,0.234,Initial
2894,-1.6008172,101.1176025,735598.7108,9822939.47,321.51,-321.51,2023,4,14,5,51,20.6900005,2023-04-14 05:51:20.690000,0.019241,0.069,0.002,WCC
2895,-1.599243,101.1185791,735707.5943,9823113.475,355.17,-355.17,2023,4,14,5,51,25.7900009,2023-04-14 05:51:25.790000,0.0166352,-0.122,-0.057,WCC
2896,-1.580940766,101.1266954,736613.095,9825136.905,4264.773,-4264.773,2023,4,18,3,36,9.832331,2023-04-18 03:36:09.832330,0.0309914,0.697,0.213,Initial
2897,-1.6481967,101.1523438,739460.1636,9817694.826,-66.89,66.89,2023,5,6,6,37,13.8699999,2023-05-06 06:37:13.870000,0.0102303,-0.058,-0.543,WCC
2898,-1.6408906,101.1532389,739560.6676,9818502.842,1238.51,-1238.51,2023,5,15,17,26,39.7599983,2023-05-15 17:26:39.760000,0.0105078,-0.272,-0.311,WCC
2899,-1.6409049,101.1524007,739467.367,9818501.361,1327.33,-1327.33,2023,5,15,17,32,30.3400002,2023-05-15 17:32:30.340000,0.0121213,-0.293,-0.32,WCC
2900,-1.6481552,101.1457601,738727.3506,9817700.208,748.72,-748.72,2023,5,19,22,49,48.4799995,2023-05-19 22:49:48.480000,0.0116751,0.168,-0.021,WCC
2901,-1.639168069,101.1525583,739485.119,9818693.452,1097.159,-1097.159,2023,5,19,22,54,49.088707,2023-05-19 22:54:49.088710,0.0227599,-0.621,-0.363,Initial
2902,-1.6419206,101.1471842,738886.6062,9818389.64,1190.73,-1190.73,2023,5,19,22,54,53.5600014,2023-05-19 22:54:53.560000,0.010297,-0.295,-0.174,WCC
2903,-1.5960175,101.1056559,734269.5055,9823471.716,5652.83,-5652.83,2023,5,25,3,57,55.0999985,2023-05-25 03:57:55.100000,0.0139857,1.771,1.06,WCC
2904,-1.5975766,101.1090495,734647.0625,9823298.882,4575.85,-4575.85,2023,5,25,3,58,41.4799995,2023-05-25 03:58:41.480000,0.0180327,0.544,0.296,Reloc
2905,-1.6503106,101.1563151,739901.9489,9817460.53,-216.86,216.86,2023,5,27,15,41,23.8199997,2023-05-27 15:41:23.820000,0.0059725,-0.589,-0.784,WCC
2906,-1.6484222,101.1352865,737561.5308,9817671.928,677.86,-677.86,2023,5,27,15,42,8.5600004,2023-05-27 15:42:08.560000,0.0113066,-0.084,-0.187,WCC
2907,-1.631926052,101.13116,737104.167,9819497.024,2432.386,-2432.386,2023,5,28,12,27,6.94883,2023-05-28 12:27:06.948830,0.00482645,-0.4,-0.059,Initial
2908,-1.6434076,101.120931,735964.2621,9818228.287,1180.69,-1180.69,2023,5,28,18,49,16.2000008,2023-05-28 18:49:16.200000,1.1e-06,-0.576,-0.294,WCC
2909,-1.670255417,101.1439018,738517.857,9815255.952,912.5,-912.5,2023,6,2,17,52,27.490901,2023-06-02 17:52:27.490900,0.0593877,0.575,0.177,Initial
2910,-1.6533084,101.1227214,736162.3771,9817132.975,-997.9,997.9,2023,6,6,1,40,44.1100006,2023-06-06 01:40:44.110000,0.0005917,-0.592,-0.16,WCC
2911,-1.6480117,101.1317627,737169.3566,9817717.753,474.7,-474.7,2023,6,6,1,42,24.7700005,2023-06-06 01:42:24.770000,0.002483,-0.029,-0.23,WCC
2912,-1.6448399,101.1451497,738659.8031,9818066.982,1198.56,-1198.56,2023,6,6,1,48,22.2399998,2023-06-06 01:48:22.240000,0.009608,-0.166,-0.235,WCC
2913,-1.6447585,101.1451009,738654.3809,9818075.992,1262.41,-1262.41,2023,6,6,1,48,43.0299988,2023-06-06 01:48:43.030000,0.0100326,-0.275,-0.271,WCC
2914,-1.6468975,101.1445231,738589.8128,9817839.469,1066.59,-1066.59,2023,6,6,1,51,12.5900001,2023-06-06 01:51:12.590000,0.0122177,-0.145,-0.124,WCC
2915,-1.6452057,101.1495443,739148.9135,9818025.995,994.0,-994.0,2023,6,6,1,51,16.0400009,2023-06-06 01:51:16.040000,0.0161871,-0.235,-0.091,WCC
2916,-1.6452239,101.142277,738340.0038,9818024.852,1021.86,-1021.86,2023,6,6,1,51,30.3299999,2023-06-06 01:51:30.330000,0.0116501,-0.103,-0.101,WCC
2917,-1.6453335,101.1449544,738638.006,9818012.409,977.06,-977.06,2023,6,6,1,52,19.2700005,2023-06-06 01:52:19.270000,0.0135723,0.577,0.273,WCC
2918,-1.6445829,101.1452881,738675.2387,9818095.392,1119.37,-1119.37,2023,6,6,1,52,40.4599991,2023-06-06 01:52:40.460000,0.0143087,0.52,0.323,WCC
2919,-1.6447493,101.1451986,738665.2568,9818076.998,1090.26,-1090.26,2023,6,6,1,52,50.5,2023-06-06 01:52:50.500000,0.0132802,0.876,0.499,WCC
2920,-1.6445769,101.14493,738635.38,9818096.099,1001.03,-1001.03,2023,6,6,1,53,28.1900005,2023-06-06 01:53:28.190000,0.0112081,-0.719,-0.474,WCC
2921,-1.6433547,101.1469808,738863.7957,9818231.04,1050.99,-1050.99,2023,6,6,1,54,5.4299998,2023-06-06 01:54:05.430000,0.0138231,-0.571,-0.372,WCC
2922,-1.647606,101.1463135,738789.0138,9817760.888,776.18,-776.18,2023,6,6,1,54,28.9200001,2023-06-06 01:54:28.920000,0.0144367,0.617,0.356,WCC
2923,-1.6451358,101.146403,738799.27,9818034.103,899.89,-899.89,2023,6,6,1,54,37.7900009,2023-06-06 01:54:37.790000,0.0089613,-0.279,-0.108,WCC
2924,-1.6496204,101.1584961,740144.7954,9817536.61,-142.65,142.65,2023,6,6,1,54,44.2099991,2023-06-06 01:54:44.210000,0.0022241,-0.274,-0.217,WCC
2925,-1.6440098,101.1313477,737123.6376,9818160.444,1055.84,-1055.84,2023,6,6,1,54,53.2700005,2023-06-06 01:54:53.270000,0.0003995,-0.617,-0.362,WCC
2926,-1.6527569,101.1232178,736217.6945,9817193.916,-433.13,433.13,2023,6,6,1,55,12.1800003,2023-06-06 01:55:12.180000,0.0013774,-0.288,-0.475,WCC
2927,-1.6459949,101.1469238,738857.1369,9817939.017,876.72,-876.72,2023,6,6,1,55,25.8899994,2023-06-06 01:55:25.890000,0.0145623,0.309,0.094,WCC
2928,-1.644674,101.1464681,738806.5711,9818085.175,1127.82,-1127.82,2023,6,6,1,55,44.5400009,2023-06-06 01:55:44.540000,0.0179484,-0.655,-0.434,WCC
2929,-1.6447451,101.1418945,738297.4855,9818077.857,1016.93,-1016.93,2023,6,6,1,55,52.6199989,2023-06-06 01:55:52.620000,0.0121653,-0.652,-0.473,WCC
2930,-1.6445038,101.1507487,739283.0568,9818103.487,927.92,-927.92,2023,6,6,1,56,1.23,2023-06-06 01:56:01.230000,0.0143906,-0.164,-0.392,WCC
2931,-1.6455818,101.1397624,738060.0675,9817985.566,1172.92,-1172.92,2023,6,6,1,56,8.5,2023-06-06 01:56:08.500000,0.0136251,-0.16,-0.158,WCC
2932,-1.6510957,101.1457926,738730.6173,9817374.958,269.36,-269.36,2023,6,6,1,56,16.6900005,2023-06-06 01:56:16.690000,0.0003489,-0.546,-0.326,WCC
2933,-1.6456188,101.1456624,738716.7779,9817980.768,1173.37,-1173.37,2023,6,6,1,56,29.0200005,2023-06-06 01:56:29.020000,0.0148354,-0.093,-0.114,WCC
2934,-1.6464005,101.1420492,738314.5081,9817894.737,881.21,-881.21,2023,6,6,1,56,36.7900009,2023-06-06 01:56:36.790000,0.0120405,-0.449,-0.245,WCC
2935,-1.6451591,101.145752,738726.8058,9818031.604,1076.74,-1076.74,2023,6,6,1,57,14.2399998,2023-06-06 01:57:14.240000,0.0133575,0.266,0.103,WCC
2936,-1.6453267,101.1448079,738621.7002,9818013.179,1025.01,-1025.01,2023,6,6,1,57,25.5400009,2023-06-06 01:57:25.540000,0.0134612,1.237,0.775,WCC
2937,-1.6453751,101.1498617,739184.2225,9818007.22,715.26,-715.26,2023,6,6,1,57,28.8600006,2023-06-06 01:57:28.860000,0.0129164,1.013,0.678,WCC
2938,-1.6442396,101.1454508,738693.3893,9818133.345,1131.74,-1131.74,2023,6,6,1,57,37.5400009,2023-06-06 01:57:37.540000,0.0125995,0.798,0.482,WCC
2939,-1.6454801,101.1453044,738676.9463,9817996.152,1016.52,-1016.52,2023,6,6,1,57,45.5,2023-06-06 01:57:45.500000,0.0140748,1.05,0.714,WCC
2940,-1.6443129,101.1441243,738545.7307,9818125.396,1087.59,-1087.59,2023,6,6,1,58,3.4200001,2023-06-06 01:58:03.420000,0.0130943,-0.346,-0.247,WCC
2941,-1.6449989,101.1388184,737955.0625,9818050.152,1123.86,-1123.86,2023,6,6,1,58,51.3100014,2023-06-06 01:58:51.310000,0.0074123,-0.09,-0.162,WCC
2942,-1.6453433,101.146582,738819.1694,9818011.13,1248.02,-1248.02,2023,6,6,1,59,4.98,2023-06-06 01:59:04.980000,0.0163932,0.31,0.135,WCC
2943,-1.6447358,101.150236,739225.9614,9818077.887,1251.78,-1251.78,2023,6,6,2,0,18.2999992,2023-06-06 02:00:18.300000,0.0112152,-0.63,-0.369,WCC
2944,-1.6442727,101.1483317,739014.0525,9818129.339,942.39,-942.39,2023,6,6,2,0,50.3199997,2023-06-06 02:00:50.320000,0.0112272,-0.238,-0.155,WCC
2945,-1.6473127,101.1455078,738699.3681,9817793.426,753.22,-753.22,2023,6,6,2,1,17.1399994,2023-06-06 02:01:17.140000,0.0131515,0.554,0.319,WCC
2946,-1.6506629,101.1363525,737679.9179,9817423.961,181.65,-181.65,2023,6,6,2,1,29.4899998,2023-06-06 02:01:29.490000,0.0131935,0.209,0.041,WCC
2947,-1.6439702,101.146818,738845.6015,9818162.979,1110.13,-1110.13,2023,6,6,2,1,36.9500008,2023-06-06 02:01:36.950000,0.0141066,0.579,0.266,WCC
2948,-1.6465211,101.1414795,738251.0819,9817881.466,777.66,-777.66,2023,6,6,2,1,54.3499985,2023-06-06 02:01:54.350000,0.001573,-0.579,-0.706,WCC
2949,-1.6450217,101.1452067,738666.126,9818046.867,1101.7,-1101.7,2023,6,6,2,2,19.3299999,2023-06-06 02:02:19.330000,0.0132541,1.252,0.743,WCC
2950,-1.6454072,101.1559245,739859.059,9818002.941,769.65,-769.65,2023,6,6,2,3,32.4900017,2023-06-06 02:03:32.490000,0.0379675,-0.579,-0.166,Reloc
2951,-1.6466816,101.1454102,738688.5796,9817863.243,990.29,-990.29,2023,6,6,2,5,16.3799992,2023-06-06 02:05:16.380000,0.014951,-0.118,-0.052,WCC
2952,-1.6420815,101.1562419,739894.7857,9818370.757,1193.78,-1193.78,2023,6,6,2,11,56.3300018,2023-06-06 02:11:56.330000,0.0119247,-0.531,-0.412,WCC
2953,-1.6421328,101.1465413,738815.021,9818366.245,1203.2,-1203.2,2023,6,6,2,57,14.2399998,2023-06-06 02:57:14.240000,0.0129288,0.068,-0.086,WCC
2954,-1.642709,101.1472412,738892.8571,9818302.429,1102.64,-1102.64,2023,6,6,2,57,29.3600006,2023-06-06 02:57:29.360000,0.0136056,0.011,-0.053,WCC
2955,-1.6431596,101.149235,739114.7296,9818252.35,912.72,-912.72,2023,6,6,2,57,54.1899986,2023-06-06 02:57:54.190000,0.0100281,-0.548,-0.304,WCC
2956,-1.6442014,101.1408529,738181.6121,9818138.12,1130.4,-1130.4,2023,6,6,2,58,1.7999999,2023-06-06 02:58:01.800000,0.0023546,-0.572,-0.475,WCC
2957,-1.6462746,101.155249,739783.7664,9817907.079,328.75,-328.75,2023,6,6,2,58,17.7999992,2023-06-06 02:58:17.800000,0.0111694,0.188,-0.055,WCC
2958,-1.6454845,101.1470947,738876.2202,9817995.451,997.64,-997.64,2023,6,6,2,58,41.3199997,2023-06-06 02:58:41.320000,0.0150365,-0.54,-0.446,WCC
2959,-1.6450937,101.1478027,738955.0728,9818038.592,883.18,-883.18,2023,6,6,2,59,47.0299988,2023-06-06 02:59:47.030000,0.0128662,-0.378,-0.21,WCC
2960,-1.6450539,101.1456462,738715.042,9818043.253,1663.56,-1663.56,2023,6,6,22,40,15.6800003,2023-06-06 22:40:15.680000,0.0094859,-0.407,-0.359,WCC
2961,-1.633108325,101.1577658,740065.476,9819363.095,3469.318,-3469.318,2023,6,20,20,10,27.163413,2023-06-20 20:10:27.163410,0.0314291,0.097,0.303,Initial
2962,-1.677543572,101.1227859,736166.667,9814452.381,4350.0,-4350.0,2023,6,21,21,54,15.125046,2023-06-21 21:54:15.125050,0.0464547,0.345,0.07,Initial
2963,-1.6569045,101.1317546,737167.3992,9816734.14,5784.83,-5784.83,2023,6,21,22,1,20.1000004,2023-06-21 22:01:20.100000,0.0241976,0.646,0.3,Reloc
2964,-1.6529059,101.131901,737184.1699,9817176.4,4307.75,-4307.75,2023,6,21,22,28,48.0600014,2023-06-21 22:28:48.060000,0.0141587,1.59,0.895,Reloc
2965,-1.6572128,101.1307373,737054.1308,9816700.162,5047.21,-5047.21,2023,6,22,9,57,0.64,2023-06-22 09:57:00.640000,0.0186466,3.196,1.899,Reloc
2966,-1.6405382,101.109611,734704.6162,9818546.995,-746.53,746.53,2023,6,27,17,46,59.9599991,2023-06-27 17:46:59.960000,0.0001944,,,Reloc
2967,-1.6444917,101.1403239,738122.696,9818106.073,975.55,-975.55,2023,7,4,19,19,48.4799995,2023-07-04 19:19:48.480000,0.0096693,-0.124,-0.043,WCC
2968,-1.601363047,101.1529195,739529.762,9822875.0,3298.864,-3298.864,2023,7,4,21,56,7.624427,2023-07-04 21:56:07.624430,0.0401902,0.381,0.652,Initial
2969,-1.628867961,101.0967975,733279.762,9819839.286,-1530.682,1530.682,2023,7,5,0,17,41.573103,2023-07-05 00:17:41.573100,0.0428676,0.181,-0.102,Initial
2970,-1.621660009,101.1696519,741389.881,9820627.976,2574.432,-2574.432,2023,7,7,20,24,54.318227,2023-07-07 20:24:54.318230,0.00451552,-0.212,-0.245,Initial
2971,-1.658388629,101.169023,741315.476,9816565.476,4037.5,-4037.5,2023,7,8,12,21,33.935118,2023-07-08 12:21:33.935120,0.022712,-0.12,-0.053,Initial
2972,-1.6537801,101.1424723,738360.723,9817078.439,-92.92,92.92,2023,7,14,23,38,10.0799999,2023-07-14 23:38:10.080000,8.8e-06,0.255,0.196,WCC
2973,-1.6446791,101.1437093,738499.4945,9818084.941,1196.48,-1196.48,2023,7,15,2,2,49.2299995,2023-07-15 02:02:49.230000,0.0138275,-0.15,-0.06,WCC
2974,-1.6460999,101.145459,738694.0807,9817927.578,942.99,-942.99,2023,7,15,2,5,39.8199997,2023-07-15 02:05:39.820000,0.0145365,1.047,0.696,WCC
2975,-1.6001727,101.115682,735385.017,9823010.977,-97.7,97.7,2023,7,15,4,25,32.5699997,2023-07-15 04:25:32.570000,0.0002397,-0.255,-0.178,WCC
2976,-1.611145515,101.1258575,736516.369,9821796.131,-1097.443,1097.443,2023,7,15,4,36,19.280208,2023-07-15 04:36:19.280210,0.001501,-1.046,-0.868,Initial
2977,-1.6439486,101.1440674,738539.4406,9818165.697,1110.43,-1110.43,2023,7,15,9,27,6.6399999,2023-07-15 09:27:06.640000,0.0155847,-0.463,-0.26,WCC
2978,-1.6452077,101.1450277,738646.1798,9818026.315,1021.08,-1021.08,2023,7,15,9,29,55.1199989,2023-07-15 09:29:55.120000,0.014575,0.756,0.51,WCC
2979,-1.6449379,101.1471761,738885.3457,9818055.9,891.29,-891.29,2023,7,15,9,30,2.75,2023-07-15 09:30:02.750000,0.0142057,0.204,0.081,WCC
2980,-1.6446515,101.1453613,738683.3782,9818087.796,924.42,-924.42,2023,7,15,9,30,27.5200005,2023-07-15 09:30:27.520000,0.0145356,0.793,0.45,WCC
2981,-1.6425945,101.1521484,739439.0826,9818314.506,652.18,-652.18,2023,7,15,9,31,39.7400017,2023-07-15 09:31:39.740000,0.0099034,-0.342,-0.266,WCC
2982,-1.644495,101.1348796,737516.7053,9818106.357,940.28,-940.28,2023,7,17,15,4,33.3699989,2023-07-17 15:04:33.370000,0.0023383,-0.164,-0.172,WCC
2983,-1.6447136,101.1455566,738705.1093,9818080.904,714.24,-714.24,2023,7,19,2,5,31.3199997,2023-07-19 02:05:31.320000,0.0136878,0.412,0.143,WCC
2984,-1.6458953,101.1467855,738841.7549,9817950.05,929.74,-929.74,2023,7,19,2,18,47.75,2023-07-19 02:18:47.750000,0.0144585,0.227,0.067,WCC
2985,-1.6466021,101.1473226,738901.4541,9817871.807,1000.65,-1000.65,2023,7,19,2,21,5.6500001,2023-07-19 02:21:05.650000,0.0131553,-0.699,-0.494,WCC
2986,-1.638006,101.1578939,740079.154,9818821.349,1117.16,-1117.16,2023,7,19,2,21,8.7600002,2023-07-19 02:21:08.760000,0.0047019,-0.618,-0.301,WCC
2987,-1.6442301,101.1427572,738393.5718,9818134.718,1182.57,-1182.57,2023,7,19,2,59,40.5800018,2023-07-19 02:59:40.580000,0.0142911,0.077,0.033,WCC
2988,-1.6465266,101.1464925,738809.0665,9817880.257,784.52,-784.52,2023,7,19,3,0,3.79,2023-07-19 03:00:03.790000,0.0147139,0.7,0.354,WCC
2989,-1.6464453,101.1499512,739194.057,9817888.835,227.72,-227.72,2023,7,19,3,0,15.2299995,2023-07-19 03:00:15.230000,0.0148257,-0.095,-0.163,WCC
2990,-1.6444454,101.1480306,738980.5171,9818110.273,750.12,-750.12,2023,7,19,3,0,25.7700005,2023-07-19 03:00:25.770000,0.0146362,1.074,0.614,WCC
2991,-1.6446042,101.1431071,738432.4739,9818093.297,1271.9,-1271.9,2023,7,19,3,1,0.33,2023-07-19 03:01:00.330000,0.0128112,-0.317,-0.256,WCC
2992,-1.6480441,101.145109,738654.8914,9817712.574,835.2,-835.2,2023,7,19,3,1,12.6999998,2023-07-19 03:01:12.700000,0.0143008,0.102,0.009,WCC
2993,-1.6469226,101.147819,738956.6692,9817836.297,628.11,-628.11,2023,7,19,3,1,20.7900009,2023-07-19 03:01:20.790000,0.0170505,0.606,0.287,WCC
2994,-1.6423391,101.1423991,738353.9369,9818343.921,1395.22,-1395.22,2023,7,19,3,1,31.0400009,2023-07-19 03:01:31.040000,0.0096889,-0.468,-0.274,WCC
2995,-1.639193,101.1657308,740951.3328,9818689.113,24.01,-24.01,2023,7,19,3,1,58.8600006,2023-07-19 03:01:58.860000,0.006885,-0.285,-0.226,WCC
2996,-1.6443386,101.1440837,738541.2086,9818122.558,1326.44,-1326.44,2023,7,19,3,2,24.2299995,2023-07-19 03:02:24.230000,0.0099668,-0.332,-0.204,WCC
2997,-1.6468006,101.1382975,737896.8688,9817850.931,1074.83,-1074.83,2023,7,19,3,2,31.3299999,2023-07-19 03:02:31.330000,0.0065946,0.083,-0.035,WCC
2998,-1.6401194,101.1694906,741369.7243,9818586.19,-507.19,507.19,2023,7,19,3,3,0.89,2023-07-19 03:03:00.890000,0.0068841,-0.691,-0.853,WCC
2999,-1.6449661,101.1447754,738618.1256,9818053.068,1273.31,-1273.31,2023,7,19,3,3,5.0599999,2023-07-19 03:03:05.060000,0.0106698,-0.562,-0.702,WCC
3000,-1.6485296,101.1291667,736880.3435,9817660.779,475.59,-475.59,2023,7,19,3,3,49.4199982,2023-07-19 03:03:49.420000,0.009285,-0.72,-0.518,WCC
3001,-1.6435273,101.1466227,738823.9157,9818211.991,1073.26,-1073.26,2023,7,19,3,4,25.6499996,2023-07-19 03:04:25.650000,0.0146021,0.224,0.104,WCC
3002,-1.6477525,101.1442139,738555.2947,9817744.935,909.23,-909.23,2023,7,19,3,4,42.8100014,2023-07-19 03:04:42.810000,0.0332846,-0.434,-0.65,Reloc
3003,-1.6395662,101.1507406,739282.7429,9818649.632,1195.82,-1195.82,2023,7,19,3,4,47.2999992,2023-07-19 03:04:47.300000,0.0124511,-0.289,-0.289,WCC
3004,-1.6416092,101.1439046,738521.5974,9818424.475,1340.04,-1340.04,2023,7,19,3,5,55.4199982,2023-07-19 03:05:55.420000,0.0165436,-0.136,-0.232,WCC
3005,-1.6484561,101.1489258,739079.6818,9817666.545,408.78,-408.78,2023,7,19,3,6,34.1199989,2023-07-19 03:06:34.120000,0.018215,0.061,-0.08,WCC
3006,-1.6483278,101.1482829,739008.1373,9817680.814,335.81,-335.81,2023,7,19,3,7,17.9500008,2023-07-19 03:07:17.950000,0.0176369,0.324,0.087,WCC
3007,-1.6464948,101.1485596,739039.1548,9817883.527,665.81,-665.81,2023,7,19,3,7,20.1900005,2023-07-19 03:07:20.190000,0.0159143,0.771,0.368,WCC
3008,-1.647385,101.1494466,739137.7788,9817784.956,529.2,-529.2,2023,7,19,3,8,37.7099991,2023-07-19 03:08:37.710000,0.0109627,-0.21,-0.066,WCC
3009,-1.6412754,101.1484619,739028.9014,9818460.852,1429.77,-1429.77,2023,7,19,3,10,29.7900009,2023-07-19 03:10:29.790000,0.0153584,-0.816,-0.703,WCC
3010,-1.6441538,101.1483317,739014.0666,9818142.49,773.11,-773.11,2023,7,19,3,11,7.8600001,2023-07-19 03:11:07.860000,0.0144231,1.047,0.579,WCC
3011,-1.6428583,101.1348063,737508.7401,9818287.398,1349.71,-1349.71,2023,7,19,3,12,10.7299995,2023-07-19 03:12:10.730000,0.0119484,-0.708,-0.406,WCC
3012,-1.6459967,101.1501628,739217.6633,9817938.429,856.22,-856.22,2023,7,19,3,14,29.6599998,2023-07-19 03:14:29.660000,0.0086226,-0.537,-0.307,WCC
3013,-1.644272,101.1547282,739726.0362,9818128.649,31.61,-31.61,2023,7,19,3,14,38.1899986,2023-07-19 03:14:38.190000,0.0111931,0.014,-0.111,WCC
3014,-1.6448177,101.1308431,737067.3767,9818071.144,1177.4,-1177.4,2023,7,19,3,17,13.7600002,2023-07-19 03:17:13.760000,0.0057044,-0.421,-0.313,WCC
3015,-1.6483821,101.1471517,738882.2194,9817674.943,528.88,-528.88,2023,7,19,3,22,8.2600002,2023-07-19 03:22:08.260000,0.0155409,-0.131,-0.255,WCC
3016,-1.6414613,101.1446777,738607.6671,9818440.742,1179.91,-1179.91,2023,7,19,3,23,0.51,2023-07-19 03:23:00.510000,0.0127983,0.693,0.334,WCC
3017,-1.6439248,101.1445719,738595.5982,9818168.27,1139.52,-1139.52,2023,7,19,3,23,19.2900009,2023-07-19 03:23:19.290000,0.01346,1.114,0.641,WCC
3018,-1.6436666,101.1450684,738650.8932,9818196.769,1172.7,-1172.7,2023,7,19,3,23,22.7099991,2023-07-19 03:23:22.710000,0.013226,1.093,0.655,WCC
3019,-1.6439135,101.143514,738477.847,9818169.646,1056.93,-1056.93,2023,7,19,3,23,38.3899994,2023-07-19 03:23:38.390000,0.0086085,-0.131,-0.004,WCC
3020,-1.643342,101.1467204,738834.8126,9818232.475,1010.33,-1010.33,2023,7,19,3,24,8.6499996,2023-07-19 03:24:08.650000,0.0147873,0.269,0.097,WCC
3021,-1.6419038,101.1431722,738440.0406,9818391.977,1260.44,-1260.44,2023,7,19,3,24,11.7299995,2023-07-19 03:24:11.730000,0.0151966,0.584,0.354,WCC
3022,-1.6473948,101.1456706,738717.4792,9817784.325,833.22,-833.22,2023,7,19,3,24,18.0900002,2023-07-19 03:24:18.090000,0.0173082,0.04,0.065,WCC
3023,-1.6465243,101.1482585,739005.6365,9817880.3,646.95,-646.95,2023,7,19,3,26,25.8099995,2023-07-19 03:26:25.810000,0.0145985,0.506,0.255,WCC
3024,-1.6432523,101.1500814,739208.9299,9818241.995,1409.65,-1409.65,2023,7,19,3,26,54.3800011,2023-07-19 03:26:54.380000,0.0160505,-0.215,-0.143,WCC
3025,-1.6476246,101.1463216,738789.9131,9817758.829,638.87,-638.87,2023,7,19,3,28,6.2800002,2023-07-19 03:28:06.280000,0.0167787,-0.298,-0.11,WCC
3026,-1.6404994,101.14611,738767.2078,9818546.965,1621.48,-1621.48,2023,7,19,3,28,11.1800003,2023-07-19 03:28:11.180000,0.0118211,-0.246,-0.148,WCC
